record_time_perf,tap_number,frame_age_ms,t_read_total_ms,t_frameacq_ms,t_getts_ms,t_frameconv_ms,detect_time_ms,frames_folder,timestamp_perf_counter,latency_ms,match_dt_ms
77854.509620407,164,0.414038,1.757845,1.614004,0.002474,0.138721,3.410511,run_tableB_20250812_173628/frames/trial_0164_20250812_173912,77854.516167504,11.0,6.547097000293434
77855.387517038,165,0.904821,1.647246,1.427614,0.002405,0.214443,3.078407,run_tableB_20250812_173628/frames/trial_0165_20250812_173912,77855.395813695,15.0,8.296656989841722
77856.315175104,166,1.430289,2.004608,1.70247,0.005531,0.29293,2.837234,run_tableB_20250812_173628/frames/trial_0166_20250812_173913,77856.325460258,15.0,10.285153999575414
77857.251413909,167,0.935939,1.734531,1.594748,0.002004,0.135575,2.935508,run_tableB_20250812_173628/frames/trial_0167_20250812_173914,77857.26060117,16.0,9.187260991893709
77858.118879432,168,0.445748,1.786799,1.630445,0.002485,0.151234,2.776048,run_tableB_20250812_173628/frames/trial_0168_20250812_173915,77858.125966565,11.0,7.087132995366119
77859.012115239,169,0.759779,1.767993,1.583687,0.003397,0.177874,2.743307,run_tableB_20250812_173628/frames/trial_0169_20250812_173916,77859.020643951,12.0,8.52871198731009
77859.823050423,170,0.312207,1.348956,1.094707,0.003277,0.246293,3.161272,run_tableB_20250812_173628/frames/trial_0170_20250812_173917,77859.830769073,11.0,7.718649998423643
77860.736625935,171,0.485393,1.751662,1.599106,0.003166,0.146165,2.782791,run_tableB_20250812_173628/frames/trial_0171_20250812_173918,77860.745707046,14.0,9.08111099852249
77861.530481522,172,1.988578,1.626868,1.043993,0.002464,0.577927,2.934407,run_tableB_20250812_173628/frames/trial_0172_20250812_173919,77861.536484316,7.0,6.002794005325995
77862.653461022,173,1.089818,1.875646,1.140444,0.005831,0.724973,2.839338,run_tableB_20250812_173628/frames/trial_0173_20250812_173920,77862.661399986,12.0,7.938964001368731
77864.583116319,175,0.501453,1.822265,1.624684,0.003046,0.19147,2.783603,run_tableB_20250812_173628/frames/trial_0175_20250812_173922,77864.590715724,11.0,7.599404998472892
77865.659819526,176,0.16505,1.725253,1.040496,0.002896,0.675249,3.299403,run_tableB_20250812_173628/frames/trial_0176_20250812_173923,77865.666712303,13.0,6.892777004395612
77866.57797094,177,1.017082,1.756291,1.607552,0.002836,0.142578,3.401985,run_tableB_20250812_173628/frames/trial_0177_20250812_173924,77866.586021154,15.0,8.050214004470035
77867.628197416,178,0.380385,1.231054,1.026049,0.003838,0.197851,2.839248,run_tableB_20250812_173628/frames/trial_0178_20250812_173925,77867.63588121,13.0,7.683793999603949
77868.742890839,179,0.995641,1.788943,1.629353,0.003005,0.153459,2.827044,run_tableB_20250812_173628/frames/trial_0179_20250812_173926,77868.750818321,11.0,7.927482001832686
77869.858192666,180,0.937963,1.748377,1.116018,0.006022,0.62263,3.42563,run_tableB_20250812_173628/frames/trial_0180_20250812_173927,77869.865653922,14.0,7.46125599835068
77870.930602312,181,0.233248,1.762844,1.619715,0.002234,0.138561,2.917765,run_tableB_20250812_173628/frames/trial_0181_20250812_173928,77870.940507181,19.0,9.904869002639316
77871.963099098,182,1.610949,1.557898,1.005781,0.002705,0.546868,3.304833,run_tableB_20250812_173628/frames/trial_0182_20250812_173929,77871.970836503,12.0,7.73740500153508
77872.956827455,183,0.222358,1.858754,1.656554,0.002454,0.195718,2.842233,run_tableB_20250812_173628/frames/trial_0183_20250812_173930,77872.965786377,14.0,8.958922000601888
77873.855673468,184,0.162656,1.856831,1.705165,0.002034,0.147447,3.153027,run_tableB_20250812_173628/frames/trial_0184_20250812_173931,77873.865540888,15.0,9.86741999804508
77874.782710546,185,0.127279,1.358243,1.188124,0.002575,0.16503,2.970895,run_tableB_20250812_173628/frames/trial_0185_20250812_173932,77874.790828186,16.0,8.117639998090453
77876.61468617,187,0.721466,1.747926,1.583627,0.002364,0.159019,2.737617,run_tableB_20250812_173628/frames/trial_0187_20250812_173934,77876.621460645,8.0,6.7744749976554886
77877.569851595,188,1.453041,1.628782,1.190287,0.002896,0.432022,2.857081,run_tableB_20250812_173628/frames/trial_0188_20250812_173935,77877.576302292,11.0,6.450696993852034
77878.516682042,189,0.181221,1.856339,1.705606,0.003367,0.144391,2.999829,run_tableB_20250812_173628/frames/trial_0189_20250812_173936,77878.525801946,16.0,9.119904003455304
77879.529657491,190,1.744759,1.657226,1.064952,0.003276,0.585711,2.800575,run_tableB_20250812_173628/frames/trial_0190_20250812_173937,77879.536293084,15.0,6.635593003011309
77880.462614908,191,0.128802,1.89395,1.698192,0.002956,0.188965,2.876848,run_tableB_20250812_173628/frames/trial_0191_20250812_173938,77880.470975895,15.0,8.360987005289644
77881.467464051,192,1.153608,1.975825,1.733408,0.002736,0.236875,3.032941,run_tableB_20250812_173628/frames/trial_0192_20250812_173939,77881.475953069,15.0,8.489018000545911
77882.582271568,193,1.632218,1.782982,1.640264,0.002495,0.137588,3.262794,run_tableB_20250812_173628/frames/trial_0193_20250812_173940,77882.590948009,16.0,8.676441007992253
77883.523588881,194,2.001823,1.821254,1.656805,0.002875,0.157927,3.583165,run_tableB_20250812_173628/frames/trial_0194_20250812_173941,77883.531176685,15.0,7.587804007926024
77885.780350107,195,0.518134,1.780968,1.613313,0.003296,0.161023,2.80332,run_tableB_20250812_173628/frames/trial_0195_20250812_173943,77885.786785575,10.0,6.435467992560007
77888.621298395,197,0.426683,1.418817,1.098285,0.004558,0.312688,2.753165,run_tableB_20250812_173628/frames/trial_0197_20250812_173946,77888.630659252,19.0,9.3608570023207
77889.594876864,198,0.370016,1.782611,1.576153,0.004038,0.199424,3.464443,run_tableB_20250812_173628/frames/trial_0198_20250812_173947,77889.601500235,13.0,6.623371009482071
77891.630875219,200,0.503206,1.251332,1.022412,0.005169,0.21798,3.53195,run_tableB_20250812_173628/frames/trial_0200_20250812_173949,77891.640583369,19.0,9.70814999891445
77892.643121408,201,0.28733,1.799693,1.593837,0.003456,0.188575,2.863493,run_tableB_20250812_173628/frames/trial_0201_20250812_173950,77892.650918765,14.0,7.797357000526972
77893.879687663,202,0.548731,1.77641,1.597222,0.002094,0.174598,2.896515,run_tableB_20250812_173628/frames/trial_0202_20250812_173951,77893.886844236,16.0,7.156573003157973
77894.953061442,203,1.178636,1.86181,1.720173,0.002816,0.136125,5.270397,run_tableB_20250812_173628/frames/trial_0203_20250812_173952,77894.961074114,13.0,8.01267201313749
77895.959685401,204,0.432563,1.843185,1.174578,0.002074,0.660111,2.875125,run_tableB_20250812_173628/frames/trial_0204_20250812_173953,77895.966886738,14.0,7.201336993603036
77896.962065833,205,1.814471,1.782942,1.652316,0.002224,0.125957,2.727427,run_tableB_20250812_173628/frames/trial_0205_20250812_173954,77896.970717687,11.0,8.651854004710913
77898.091392945,206,1.480193,1.647657,1.493788,0.002815,0.147017,2.860017,run_tableB_20250812_173628/frames/trial_0206_20250812_173955,77898.096708547,13.0,5.315602000337094
77899.159473653,207,0.927994,1.817226,1.654751,0.002955,0.156334,2.964633,run_tableB_20250812_173628/frames/trial_0207_20250812_173956,77899.166248218,12.0,6.774565001251176
